N,P,K,temperature,humidity,ph,rainfall,label,Medicine,Medicine_Use
129.04744,66.40828409,158.8316595,9.042286772,66.46229738,8.686203273,82.80341698,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
71.56787921,131.8074232,49.35948913,9.044575316,92.46011488,4.124513252,51.74381714,mothbeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
100.3000469,113.0476117,91.5931433,9.046674957,86.41198627,8.413795872,152.7675311,grapes,Copper Fungicide,treats bacterial and fungal diseases.
57.62395136,129.6503957,26.9385423,9.051220276,77.16948995,7.436015344,196.1112224,grapes,Copper Fungicide,treats bacterial and fungal diseases.
37.08402318,98.86391896,195.324146,9.054204962,56.94936233,9.616403727,20.31290233,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
98.59054551,68.41426046,107.007896,9.055148026,29.15819547,7.070043219,186.9025583,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
9.453474356,40.17251244,158.0621525,9.059639774,87.74119443,7.637105948,290.5193673,apple,Copper Fungicide,treats bacterial and fungal diseases.
28.92373988,130.0871827,100.8483273,9.066570444,27.12878179,6.269298567,99.85754087,grapes,Copper Fungicide,treats bacterial and fungal diseases.
126.8569047,75.84844695,162.6763949,9.067708759,66.88271443,6.201439002,282.4721181,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
50.70539167,117.793956,93.56328908,9.069584627,80.80325941,9.578337699,173.1250339,grapes,Copper Fungicide,treats bacterial and fungal diseases.
93.44057759,105.045507,88.62891598,9.072845878,71.61741065,6.665456392,111.7920888,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
118.3693738,44.39388362,9.664910974,9.081760228,49.93196322,8.212873673,135.0687558,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
139.5054339,32.14858508,84.62176417,9.097765512,60.02850155,8.438409037,36.41401748,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
125.5180363,16.1970379,38.69483035,9.106098622,68.92294504,4.589244016,88.94894069,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
124.2768347,75.87521444,115.7699999,9.113612356,86.25764478,4.931052432,54.43206501,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
30.38237162,47.15808257,82.60778099,9.11502422,37.62573944,9.560543341,75.89825073,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
64.66295073,39.46455517,129.6181567,9.115070045,74.89492637,8.998912464,39.12707806,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
103.9811907,35.32079483,26.36299299,9.115846288,75.66643865,7.325593569,287.2567491,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
135.4637791,126.522129,33.03966551,9.118756194,79.97100936,4.034075978,24.30841033,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
88.18051104,69.27554017,74.59224901,9.122906342,60.10186418,3.909673442,38.01964744,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
114.4883953,142.9288323,32.6477993,9.122907622,31.48052406,6.194143519,263.7332327,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
3.304854421,99.3886934,11.18209523,9.128941895,82.40944868,7.429537915,209.7827144,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
99.64019275,114.573129,48.8233471,9.129233149,25.09764412,9.56489699,172.7558579,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
8.387348452,100.9322311,28.78322875,9.130266578,74.57831849,6.494438756,32.82266361,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
95.20679265,67.32064854,141.8627332,9.136473158,97.31157112,4.772653953,269.3594045,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
56.53020369,112.4351633,70.01611953,9.138755301,81.38464106,7.329990865,103.6654104,grapes,Copper Fungicide,treats bacterial and fungal diseases.
57.9797458,111.1959222,127.1440051,9.139867569,23.25739726,4.088082429,83.12938035,grapes,Copper Fungicide,treats bacterial and fungal diseases.
104.1491265,78.96743594,101.7314168,9.144208934,24.79203405,6.162820056,262.520477,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
134.9279976,62.6276892,9.560769292,9.145670468,33.61567734,8.662342603,107.8196808,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
18.64338344,36.73883161,155.6044544,9.146524246,36.15507631,4.232424975,234.3884451,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
90.03192447,101.95086,89.22131478,9.147334013,63.79827921,5.874849131,84.79206464,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
40.06467026,52.83253774,91.39846371,9.149638622,90.01812037,4.811395483,23.59492818,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
86.58719651,117.8865009,87.83700288,9.151760754,43.99220419,5.473678102,54.15749222,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
94.14100934,50.73470751,120.1420124,9.153988608,53.24365886,6.826603094,24.73148605,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
91.13253167,118.2065683,6.915002923,9.154081598,68.25424883,9.798664006,106.0564704,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
9.309898134,13.38228321,70.49027834,9.156838812,26.22719185,8.900018601,157.8614447,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
65.13661022,11.054243,150.2213653,9.165030399,48.01926429,8.138793698,20.42057537,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
87.87680533,132.0791047,119.4247115,9.165943687,31.77987015,8.28181052,72.76100534,grapes,Copper Fungicide,treats bacterial and fungal diseases.
125.5347261,135.19734,173.0637407,9.167970579,63.91371548,5.803125817,235.5865864,grapes,Copper Fungicide,treats bacterial and fungal diseases.
93.09989453,16.40812729,66.86486073,9.173332736,52.86662413,4.414610291,44.02221178,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
39.3949676,43.94268139,190.0770467,9.176497734,38.91656516,5.942329703,195.54284,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
117.1246729,45.07594268,7.013384227,9.179313617,41.60472024,4.797635463,119.396152,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
97.73138296,81.88260405,33.46564448,9.181428245,79.59353823,9.635897236,270.3085948,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
24.78348229,88.18457747,43.24404825,9.192546138,31.13460954,3.67519616,52.86667751,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
104.1590516,15.74292356,35.52518617,9.193815478,37.21147027,6.738657345,35.52196373,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
104.9760047,33.11984818,133.1651699,9.200248582,54.81297733,6.833667737,267.4178831,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
7.149271424,93.85205918,139.0742952,9.209101898,16.46754203,7.443115877,270.544464,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
43.28898921,46.28151219,111.2195423,9.217359598,73.67068362,5.69441486,191.0889306,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
128.0519422,70.01310216,17.9582396,9.222721487,52.97589776,5.152593472,261.6414307,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
10.91421872,32.50689491,145.4247216,9.227777166,47.85381137,7.741519395,85.77110939,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
56.30564567,92.81212396,191.51611,9.239889887,58.87434981,6.916214185,106.950278,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
42.95110664,31.21360913,15.8158282,9.244444657,61.85627959,7.105644532,55.21019864,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
45.94029557,62.16821525,23.65434356,9.245499748,59.94401272,6.570511968,246.1446694,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
115.0411301,57.37482547,102.5985956,9.24563287,79.45027628,9.177027494,160.6896847,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
61.43109946,41.32872912,98.97482659,9.248730291,93.23278931,9.739656673,58.36726031,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
137.8846754,110.2157654,64.2407973,9.251395538,55.06861249,4.496008002,253.1511391,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
11.93624077,17.54515146,44.7368342,9.252702497,77.6574842,6.802167655,185.7549614,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blig...
43.90138365,114.9597933,26.63661929,9.252948432,78.00453503,9.457736148,289.5043706,grapes,Copper Fungicide,treats bacterial and fungal diseases.
128.5280291,8.46537194,117.0513163,9.253908305,45.97366767,8.829837711,96.92102534,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
81.10429988,67.86233036,126.5761695,9.261239404,89.18570656,4.958302466,98.70971786,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
138.6699042,68.10708863,110.1219311,9.26985532,22.80271961,9.493720558,32.77338261,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
89.53918803,127.0991078,71.80984911,9.276433621,20.26039703,6.177519507,173.2013084,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
88.95129704,107.3648301,129.3713899,9.277726676,95.97649788,6.336418635,86.20711181,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
9.887095732,72.49977507,16.59346365,9.281823976,75.8296891,9.903471003,239.47264,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
69.93246927,14.61946605,94.65705545,9.282419462,72.83940115,3.942143908,171.8548156,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
21.4337581,17.70512971,39.37760315,9.283861313,97.24404083,7.244910657,254.1599916,coconut,Systemic Fungicide (Tridemorph),Fungicide for Phytophthora controls Mahali disease.
130.6629396,63.88478139,122.461021,9.290830007,68.87198071,5.720345694,284.4430252,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
46.93371285,132.6528908,92.43791812,9.298379547,46.21013164,8.414041035,66.58602202,grapes,Copper Fungicide,treats bacterial and fungal diseases.
73.49281827,6.66058054,111.0288727,9.301001644,22.29937291,7.738455117,181.0822217,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
130.8541559,10.1075514,110.1464009,9.305161898,72.10668965,9.541150496,267.5217754,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
29.41113745,81.05290627,12.92128133,9.306821455,42.59309641,4.323228021,126.1580814,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
14.24773159,34.77583339,25.2387404,9.310701352,44.74940011,9.568048595,295.5055603,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
59.37457734,94.22339726,47.87328156,9.311225547,32.54905356,7.092175599,35.09965969,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
79.35586437,143.0143875,137.2046872,9.320529602,72.04423624,7.008723055,63.23610617,grapes,Copper Fungicide,treats bacterial and fungal diseases.
74.43814221,40.86355198,40.1932021,9.32068288,25.30061742,7.792970546,225.4639449,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
108.745395,64.31227927,31.97093251,9.327124513,76.76817319,7.686812264,174.5042697,jute,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing caterpillars.
133.6274686,96.57453512,140.3373139,9.331457638,46.11810641,3.567418169,182.394164,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
5.409580604,31.78476133,61.54767805,9.332209914,17.70366693,5.9381489,43.12523828,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
96.38442596,14.2912173,77.43696445,9.332634487,90.72331426,5.581026267,266.8898212,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
82.7895335,106.2278416,58.78372177,9.338253952,79.86033094,6.478505805,250.953314,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
17.26494032,31.81094595,196.4740725,9.340222842,77.6751597,6.321438822,104.8842252,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
121.0291637,71.69601597,108.9438286,9.345934352,28.41203097,8.599670414,71.58243848,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
111.2416524,36.04080293,100.8084317,9.350239856,37.99503828,4.008289156,145.079243,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
105.9403869,134.9194129,152.4297556,9.357649194,66.73854198,9.417116455,170.9100744,grapes,Copper Fungicide,treats bacterial and fungal diseases.
1.099686943,29.68798165,95.85286473,9.35848953,30.91152679,8.144638254,51.44750574,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
102.106445,48.667786,74.15581566,9.361036111,80.48072497,9.574222797,29.59927229,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
2.981539157,45.31253008,48.79682367,9.361734471,86.8042101,7.763707698,128.1114404,grapes,Copper Fungicide,treats bacterial and fungal diseases.
65.24165847,37.35543439,64.16418874,9.363692737,22.43700337,7.441790167,47.9216596,mothbeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
63.85483483,137.9429522,89.92133539,9.370784032,45.15456045,5.523095256,176.185791,grapes,Copper Fungicide,treats bacterial and fungal diseases.
133.0595422,29.36312997,178.7376568,9.37154415,43.59853506,8.426970985,86.9136188,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
4.947799026,119.2012786,114.9378431,9.371866393,15.46224498,8.449565232,117.9667482,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
101.3198589,97.13036623,39.17535937,9.372258196,87.93001375,4.938433269,32.2142648,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
69.24314402,103.9347085,122.371996,9.372658661,41.66096828,8.083187589,180.6611151,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
123.9961797,144.3554929,148.2250325,9.376400085,89.64555787,8.029612423,177.5281824,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
74.78044621,65.36317791,159.6225879,9.388016197,32.41464737,4.775767123,53.75301814,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
86.36284785,82.54188304,129.9463412,9.388478687,95.53780137,3.604626733,74.15854639,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
133.688682,80.09642613,113.7372776,9.389567328,84.610287,4.729633214,188.9909616,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
30.46739426,117.288488,58.33791428,9.389709636,91.2595933,9.023833699,134.8110748,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
53.251467,121.7273731,104.932868,9.394056663,25.65804097,7.278919279,261.4995036,grapes,Copper Fungicide,treats bacterial and fungal diseases.
16.97788549,79.65652981,137.0299283,9.396833141,95.43428389,5.800049446,71.8342698,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
44.11452125,144.8734708,146.1189155,9.396935989,72.87379901,6.951723611,90.42385764,grapes,Copper Fungicide,treats bacterial and fungal diseases.
62.70122636,23.78123907,159.5171162,9.397972576,39.21584774,7.167246404,165.6565901,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
65.67651964,89.34280156,41.23046174,9.399120664,97.81601676,5.74768352,274.9017038,coconut,Systemic Fungicide (Tridemorph),Fungicide for Phytophthora controls Mahali disease.
125.2372709,70.99732431,97.46044814,9.399159785,32.00832589,3.64837139,209.0532601,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
72.91474498,53.30331945,126.5634337,9.400183814,14.72092864,8.898817501,182.6653963,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
28.62628828,68.85525441,144.0058073,9.401490181,92.10304837,5.143983766,282.0794848,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
28.4518282,81.50129549,163.7102281,9.401803775,97.82220861,8.285086121,220.8251846,apple,Copper Fungicide,treats bacterial and fungal diseases.
50.31242595,35.54113237,75.59648075,9.407171862,98.01894201,8.279316706,113.9249946,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
69.25257113,32.29616586,8.904486844,9.409498372,76.20518338,7.571642917,288.1169554,orange,Copper Fungicide,treats bacterial and fungal diseases.
100.6994363,102.1244054,198.9226397,9.412841173,25.71245438,9.823764666,289.3019133,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
2.450868255,16.37971712,130.0025733,9.413187017,52.68739047,5.718863795,202.6028242,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
113.6291287,101.6303378,134.5601716,9.41831652,92.66569314,5.24999514,205.7235005,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
86.13693003,56.93793584,124.7394407,9.423353284,99.51551503,6.629090118,93.89880874,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
67.43375027,132.6432324,23.47302408,9.42681197,42.28431695,9.517972438,225.8654369,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
57.81877108,97.13815865,84.15005323,9.430062705,92.80117324,9.667641207,148.6664732,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
4.81626863,130.4320863,84.26752751,9.430298368,35.99377818,8.808316956,292.9072813,grapes,Copper Fungicide,treats bacterial and fungal diseases.
81.91687892,52.60637338,10.37679309,9.430480877,99.17175818,5.377351797,53.68191519,mungbean,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
99.03189516,129.8089625,20.93200834,9.431154634,89.28718196,9.551663908,297.7504245,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
10.27745088,127.4068936,160.6154184,9.448716675,68.6165517,5.896828732,291.7108618,grapes,Copper Fungicide,treats bacterial and fungal diseases.
11.8180879,103.1856746,147.2583311,9.45196309,68.86260247,7.027241065,98.19026332,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
43.66410377,71.34732967,144.3113355,9.452928441,66.6980707,4.920339732,224.6739431,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
